 nodes				 score
  6401				0.989118
  3279				0.989075
 11291				0.988104
 23596				0.987775
  1673				0.987461
  2279				0.987051
  4329				0.986209
 13735				0.986016
  1494				0.985189
 10250				0.985032
  2553				0.983628
  3445				0.982583
  7619				0.982391
    80				0.980295
 12584				0.976818
  5224				0.975893
 12591				0.975734
  5659				0.975125
    42				0.975029
  1788				0.974502
 10314				0.974285
  7618				0.973822
  6346				0.973529
  5286				0.972170
 19809				0.972133
  5939				0.971557
  7178				0.971152
 10721				0.970568
  2168				0.969004
  3716				0.968520
 10698				0.965838
  8532				0.965246
   164				0.964273
  9775				0.964271
  3880				0.964098
   874				0.963835
  2254				0.963421
  3751				0.963135
 32043				0.962123
 10506				0.960626
  6131				0.960452
  4552				0.960007
 20072				0.959726
  4553				0.959519
  8003				0.958363
 16935				0.957688
  3560				0.956167
  1225				0.954486
 20381				0.954483
  1695				0.954092
  9654				0.954090
   830				0.953274
  7394				0.952130
  5942				0.951368
  5278				0.951122
 12952				0.950410
  3887				0.950216
    62				0.950197
  1659				0.946808
 34089				0.944193
   416				0.942079
  3986				0.940623
  6855				0.939595
  7487				0.939447
  4450				0.938940
 17240				0.938324
 22761				0.937623
   694				0.937584
 53715				0.934995
 13367				0.934270
 17576				0.934233
  9324				0.934215
  1012				0.932119
  4674				0.930939
  1665				0.930769
  2514				0.930223
 16360				0.928679
  8397				0.927588
  3118				0.927352
 16199				0.927078
   492				0.926135
  7035				0.925724
  9791				0.925659
  1509				0.925615
  1321				0.925020
  2490				0.924599
  3555				0.924561
  6629				0.924226
 71398				0.924177
 13443				0.923219
  4564				0.922696
  6795				0.921648
  5960				0.920778
  2414				0.920202
   185				0.920161
  4360				0.919595
  5519				0.919092
   795				0.918624
  2516				0.918340
  2556				0.918276
  4958				0.916305
  3234				0.916076
  1650				0.915060
 16361				0.914875
  1632				0.914593
   731				0.912894
  3881				0.911171
 11763				0.910307
  1246				0.909471
   399				0.909006
 15945				0.908914
  3922				0.908770
  1123				0.908745
  1604				0.908389
  7837				0.906652
  1552				0.906493
 10939				0.906253
 11188				0.905653
  7470				0.905537
  2256				0.904319
  2107				0.903499
  9075				0.903371
  5908				0.902842
   343				0.902282
  8653				0.901949
  2728				0.901724
 24555				0.900636
  4614				0.899099
  2305				0.898917
   654				0.896559
  6621				0.895508
 17429				0.895410
  5980				0.895403
   701				0.894994
  3479				0.894461
 15941				0.894399
 10675				0.892924
 14518				0.892783
  4964				0.892476
  1626				0.892466
   748				0.891732
  1424				0.890077
  1379				0.888320
  3463				0.887827
  3939				0.886755
   659				0.885853
 14816				0.885551
 10003				0.884506
   618				0.883491
 18964				0.883436
  2264				0.883330
  3965				0.882948
   311				0.882819
   953				0.882721
  1265				0.882362
  5964				0.881853
  4560				0.880245
  6808				0.879777
  8412				0.878115
   270				0.877858
  1455				0.876541
  4486				0.875253
  2537				0.875129
  2792				0.873718
  1026				0.873206
  3835				0.872657
  6787				0.871998
  1994				0.871116
  1529				0.868735
  2754				0.868225
   599				0.867886
 50463				0.866216
  2367				0.864674
  9504				0.864356
  4362				0.864224
  2196				0.863097
  2675				0.863067
 10271				0.862504
  2233				0.862250
  2145				0.858828
   808				0.858320
  3544				0.857594
  4064				0.857147
  3506				0.856158
   890				0.855859
  9974				0.855674
  2294				0.855669
  4425				0.855666
  2988				0.855105
  4424				0.854290
  2599				0.852427
  4465				0.852332
  3882				0.852178
  2366				0.850985
  1742				0.850142
  3069				0.850082
   700				0.849919
  5642				0.846980
  2939				0.845802
  9645				0.844496
   781				0.844081
  2104				0.841101
  3302				0.840310
   234				0.839171
  3405				0.838347
   961				0.837952
   358				0.837887
  3254				0.837820
  1544				0.837512
  2547				0.837479
  4523				0.837131
  6582				0.837123
  5308				0.835864
 10120				0.833648
   703				0.833393
  4549				0.832437
  1979				0.832015
  1313				0.831923
 14879				0.831376
  3690				0.830442
 10109				0.829533
  3850				0.829473
  2798				0.828900
  2693				0.828619
  2068				0.828211
  2070				0.827884
  1515				0.827204
  1630				0.827169
  3269				0.827145
  1495				0.826837
  8156				0.826648
  4274				0.826295
  2152				0.825689
   287				0.825381
  8514				0.825293
  2055				0.824882
  6765				0.824864
  5719				0.824830
 19660				0.824512
  6951				0.824467
  4419				0.824189
  8374				0.822870
  9033				0.822772
  3392				0.822702
 15414				0.821367
   635				0.820063
  1701				0.819956
  2336				0.819002
  2425				0.818783
  3774				0.817804
  1725				0.817632
 31494				0.817568
   675				0.816811
 13590				0.816796
   858				0.816673
  3064				0.816338
   902				0.814840
  1527				0.814692
  2803				0.814539
  7341				0.814263
  2946				0.813862
    99				0.813492
  1479				0.812749
  8406				0.812200
  2499				0.811278
  2869				0.810528
  7408				0.810239
  6055				0.809604
   610				0.809236
 21634				0.807479
   456				0.806971
  5679				0.806869
  5869				0.806850
  2281				0.806654
  2246				0.806618
   768				0.806597
 20851				0.806069
   647				0.806026
 12058				0.805940
  1144				0.805306
  4391				0.805305
  5675				0.805183
   636				0.805159
 10964				0.805126
  6142				0.803689
  1125				0.803009
  2338				0.802693
 11228				0.802547
  9846				0.802401
  4421				0.802330
 18346				0.802327
 18130				0.801670
  3854				0.801620
  2816				0.800468
 11884				0.800420
  2376				0.800348
     3				0.799345
  1697				0.799061
  1252				0.798576
 13999				0.798050
  3559				0.797408
  2752				0.796106
  1249				0.795148
  8647				0.794518
 67877				0.794061
  2905				0.793036
 10453				0.792897
  1510				0.792661
 13123				0.792306
 67417				0.791754
    84				0.790900
  2119				0.790626
  8002				0.790369
  2932				0.790109
  8745				0.789167
 22371				0.789119
  3393				0.788979
   688				0.788677
  1204				0.788485
  3644				0.788205
 14560				0.787541
  6172				0.786943
  4698				0.786261
  6879				0.786005
   269				0.785498
   424				0.785203
  4616				0.784527
  2492				0.783901
  3432				0.783182
  9777				0.783036
  4511				0.782903
   592				0.782456
 11834				0.781111
  1694				0.779997
  2343				0.779829
 10854				0.779611
  2796				0.779512
  4945				0.779387
  8502				0.779114
  7247				0.778078
  7832				0.777048
  3994				0.775564
  2341				0.774966
  3924				0.773675
   406				0.773233
 10395				0.772550
  2977				0.770799
  9008				0.770797
   261				0.770764
    47				0.770091
 12572				0.769840
  3867				0.769809
  3485				0.769566
  3509				0.768784
  6003				0.768757
  5974				0.768198
  2041				0.767697
   970				0.767635
  6837				0.767184
  3379				0.765404
  4053				0.765395
 17009				0.765141
  1677				0.765049
   241				0.764964
 11501				0.764562
  1883				0.763890
 29470				0.763426
  6875				0.763247
  2508				0.762877
  3715				0.762009
 56223				0.760085
  5241				0.760084
 13198				0.760066
  5143				0.758747
  6677				0.758586
  3117				0.758415
  5776				0.757871
  6148				0.755835
  6141				0.753570
 12564				0.753438
 29648				0.752120
 12578				0.748937
   362				0.748501
  2324				0.747943
  1575				0.747918
  3891				0.746395
   168				0.744807
  4397				0.744671
 31014				0.744643
  6977				0.744497
 19462				0.743033
  1001				0.742969
  1564				0.742708
  8526				0.742171
  8697				0.742058
  2812				0.741958
  2538				0.741525
  6948				0.741370
  2960				0.740458
   192				0.739897
 10060				0.739706
  1684				0.739698
  3637				0.739581
  1360				0.738967
  4455				0.738726
  9605				0.738539
  2430				0.738297
  4805				0.737800
  1506				0.737597
  5264				0.737403
   995				0.736253
   775				0.736208
  6044				0.735186
  6372				0.734680
  1970				0.734330
 55599				0.734297
   363				0.734040
  6680				0.733397
 12193				0.732971
  3766				0.731332
 65247				0.730566
  1059				0.730527
 11243				0.729688
   540				0.729606
  7318				0.729517
  1251				0.729131
  6489				0.728373
  1777				0.728280
   211				0.726636
  2672				0.725508
  2623				0.724664
  7793				0.723628
  3250				0.722979
  1365				0.722661
   324				0.722381
  9312				0.721922
   829				0.720992
   216				0.720992
  9051				0.720798
  4406				0.720537
 15496				0.719615
  2157				0.719180
  2608				0.719132
  1818				0.718655
  9016				0.718525
  6594				0.718091
   448				0.718084
  6595				0.717684
  1322				0.717394
  2191				0.717376
   396				0.716815
 25127				0.716770
  8749				0.715260
  6830				0.714662
  2039				0.713514
 42329				0.713413
  5262				0.713145
  1772				0.713133
  4501				0.712949
     7				0.712831
  2566				0.712565
  4527				0.712172
  2517				0.711171
  2026				0.710672
  6393				0.710581
  1530				0.710269
  9848				0.708550
   839				0.708136
   778				0.708016
  3186				0.707554
 14897				0.707207
  5034				0.706622
  3415				0.706576
 13263				0.705202
 10624				0.704996
 19219				0.704560
  6953				0.704429
  4559				0.703907
  2105				0.703205
 10692				0.702990
 12244				0.702891
  8153				0.702794
 11198				0.702293
  1654				0.702244
 18940				0.701678
  6947				0.701340
  5259				0.701134
  2629				0.699886
 15653				0.699219
  4343				0.698960
  6979				0.698078
  1582				0.697837
  7522				0.697673
 59260				0.697398
 12724				0.697257
 11810				0.697117
  1112				0.696937
  5299				0.696821
  2090				0.696026
  5363				0.695873
  5073				0.695097
 12368				0.695013
 35515				0.695009
  8969				0.694653
   692				0.693992
  9087				0.693805
  1638				0.693383
  1481				0.692893
 10321				0.692767
  1680				0.692515
  7302				0.692178
 72114				0.692004
 13097				0.691554
  2839				0.691420
   946				0.690758
 19993				0.689821
  6419				0.688943
  2112				0.688866
 19674				0.688801
  4957				0.688232
   822				0.687980
  6114				0.687512
  4116				0.686466
  2500				0.685420
  1019				0.685048
  1607				0.684970
 31459				0.684553
  4453				0.683492
 12754				0.683423
  8796				0.683157
 73752				0.681888
  9693				0.681379
  4939				0.681232
 10643				0.681124
  6623				0.681112
   947				0.681069
  4777				0.680240
 71308				0.680109
   709				0.679484
 15071				0.678996
  2509				0.678951
  2909				0.678888
  1758				0.678666
  2164				0.678312
   627				0.678286
  1625				0.678227
   570				0.677988
 13265				0.676869
  3860				0.676564
 34116				0.676511
  4330				0.675945
  4949				0.675842
  5503				0.675784
 23989				0.675460
  4208				0.675454
   630				0.675014
  4615				0.674956
 21278				0.674543
  5758				0.674529
  2625				0.674431
  1517				0.674085
  4128				0.673942
  4435				0.673843
  3550				0.673754
  6962				0.672917
  3116				0.672849
  8784				0.672167
 22347				0.672152
 20833				0.671554
 10979				0.671343
  8062				0.670754
  7804				0.670684
  4380				0.670286
 10598				0.670182
  7912				0.669978
  2163				0.669821
  7944				0.669739
  1774				0.669710
 21995				0.669295
 13434				0.669156
  1303				0.668817
  1410				0.668556
  1522				0.668238
  3976				0.668008
 75544				0.667894
  7392				0.667779
  2470				0.667421
  4951				0.667177
  1634				0.666984
  1457				0.666637
  5317				0.666229
 66204				0.665079
 18773				0.664631
 12823				0.663902
  5961				0.663893
  3439				0.663783
   912				0.663750
 19689				0.663527
   391				0.662869
   805				0.662566
 12752				0.662466
    52				0.662399
  1142				0.662056
  2362				0.661966
  9398				0.661605
  1227				0.661269
  1639				0.661268
  8362				0.661054
  9646				0.660976
  3180				0.660956
  4853				0.660880
 20181				0.660838
 14562				0.659968
  1165				0.659742
  1845				0.659677
  8686				0.659236
 18539				0.658736
   566				0.658081
  9629				0.657088
  9248				0.656108
  4785				0.655834
  8769				0.655023
  2711				0.654911
 14645				0.654236
  4472				0.652902
  1044				0.652689
  1124				0.652507
  3973				0.652154
  2746				0.652065
  2645				0.652037
  6941				0.652035
  3522				0.651641
  8989				0.651314
   920				0.651311
  1450				0.650875
  4603				0.650559
  1490				0.650340
   827				0.650157
  2123				0.649904
 58255				0.649832
  1445				0.649698
  1853				0.648864
  7938				0.648821
  7872				0.648800
  8504				0.648207
  2982				0.648142
  4374				0.647527
  2205				0.647338
   777				0.647259
 14107				0.646804
  3897				0.646707
 14437				0.646599
  3263				0.646176
  7427				0.645961
  2759				0.645441
  2826				0.644464
 13000				0.644277
   344				0.644214
 52684				0.643755
  5766				0.643484
 33595				0.643302
  9007				0.643026
 10306				0.642786
 14812				0.642441
  1211				0.642410
  7777				0.642372
 12315				0.642136
 24224				0.642095
  2804				0.641941
 69130				0.641937
  4618				0.641928
  6045				0.641353
 51015				0.641267
  1158				0.640386
 10938				0.640228
 22840				0.640180
  2415				0.639884
  8020				0.639489
  6950				0.639354
 24100				0.638865
  2422				0.637837
 32424				0.637351
  7191				0.637327
  5141				0.636336
 18692				0.634816
  1536				0.634238
  2216				0.633699
  8335				0.633682
   679				0.632957
 75292				0.632730
  7599				0.632488
  2242				0.632482
 10434				0.632465
   291				0.632439
 31765				0.632026
  3564				0.631882
  8433				0.631848
  6493				0.631586
  2380				0.631083
 23965				0.630509
  2048				0.629241
  3923				0.629105
  3333				0.628723
 11828				0.628641
 38957				0.628480
 67832				0.627367
 10424				0.627288
 14797				0.627091
  2985				0.626837
 21936				0.626114
  2291				0.625133
  6956				0.624824
  9776				0.624221
 71365				0.624021
   242				0.623646
  5973				0.623550
  4464				0.623429
  2507				0.623233
 11238				0.623217
  6588				0.623147
  2965				0.622551
  8744				0.622472
   831				0.621754
  2870				0.621669
  1306				0.621351
 10370				0.621248
   812				0.620805
 55011				0.620750
   332				0.620631
 16050				0.620601
  3878				0.620280
  2097				0.619766
  2535				0.619367
 60380				0.619185
 60381				0.619185
  6555				0.619053
  4315				0.618899
  4005				0.618368
  5107				0.617667
 13267				0.617236
 10483				0.617166
 17715				0.616944
 16657				0.616541
  1663				0.616249
 37691				0.616177
 25021				0.615957
 34090				0.615534
   667				0.615379
   896				0.614729
  3934				0.614673
  2162				0.614469
  7059				0.614432
  1465				0.614144
 11637				0.613849
  4324				0.613816
 70618				0.612591
 38004				0.612335
  7778				0.612251
